Common_name,Functional_group,Attribute_type,Attribute_name,Data_quality,Low,Moderate,High,Very_high,Mean,Component_score,Vulnerability_rank,Region
Swordfish,HMS,Sensitivity,Spawning Cycle,3,13,5,2,0,1.45,Low,Low,general
Swordfish,HMS,Sensitivity,Stock Size/Status,2.75,14,6,0,0,1.3,Low,Low,general
Swordfish,HMS,Exposure,Currents,1.25,8,9,3,0,1.75,High,Low,general
Swordfish,HMS,Exposure,Air Temperature (Proxy for Nearshore Ocean Temp),2.75,20,0,0,0,1,High,Low,general
Swordfish,HMS,Exposure,Mean Precipitation,1,20,0,0,0,1,High,Low,general
Swordfish,HMS,Exposure,Mean Sea Surface Salinity,2.25,12,8,0,0,1.4,High,Low,general
Swordfish,HMS,Exposure,Mean Sea Surface Temperature,3,0,0,8,12,3.6,High,Low,general
Swordfish,HMS,Exposure,Ocean Acidification,3,0,0,0,20,4,High,Low,general
Swordfish,HMS,Exposure,Phenology of Upwelling,1.5,15,4,1,0,1.3,High,Low,general
Swordfish,HMS,Exposure,Sea Level Rise,2.5,20,0,0,0,1,High,Low,general
Swordfish,HMS,Exposure,Subsurface Oxygen,2,1,12,6,1,2.35,High,Low,general
White Shark,HMS,Sensitivity,Adult Mobility,3,14,5,1,0,1.35,Low,Low,general
White Shark,HMS,Sensitivity,Complexity in Reproductive Strategy,2.5,1,10,9,0,2.4,Low,Low,general
White Shark,HMS,Sensitivity,Dispersal of Early Life Stages,3,18,2,0,0,1.1,Low,Low,general
White Shark,HMS,Sensitivity,Early Life History Survival and Settlement Requirements,3,20,0,0,0,1,Low,Low,general
White Shark,HMS,Sensitivity,Habitat Specificity,3,4,11,5,0,2.05,Low,Low,general
White Shark,HMS,Sensitivity,Other Stressors,1.25,18,2,0,0,1.1,Low,Low,general
White Shark,HMS,Sensitivity,Population Growth Rate,2.25,0,1,3,16,3.75,Low,Low,general
White Shark,HMS,Sensitivity,Prey Specificity,3,7,8,4,1,1.95,Low,Low,general
White Shark,HMS,Sensitivity,Sensitivity to Ocean Acidification,2.5,17,3,0,0,1.15,Low,Low,general
White Shark,HMS,Sensitivity,Sensitivity to Temperature,3,17,3,0,0,1.15,Low,Low,general
White Shark,HMS,Sensitivity,Spawning Cycle,3,3,7,10,0,2.35,Low,Low,general
White Shark,HMS,Sensitivity,Stock Size/Status,2,8,10,2,0,1.7,Low,Low,general
White Shark,HMS,Exposure,Currents,1.25,14,6,0,0,1.3,High,Low,general
White Shark,HMS,Exposure,Air Temperature (Proxy for Nearshore Ocean Temp),2.75,20,0,0,0,1,High,Low,general
White Shark,HMS,Exposure,Mean Precipitation,1,20,0,0,0,1,High,Low,general
White Shark,HMS,Exposure,Mean Sea Surface Salinity,2.25,15,5,0,0,1.25,High,Low,general
White Shark,HMS,Exposure,Mean Sea Surface Temperature,3,0,0,7,13,3.65,High,Low,general
White Shark,HMS,Exposure,Ocean Acidification,3,0,0,0,20,4,High,Low,general
White Shark,HMS,Exposure,Phenology of Upwelling,1.5,10,5,5,0,1.75,High,Low,general
White Shark,HMS,Exposure,Sea Level Rise,2.5,20,0,0,0,1,High,Low,general
White Shark,HMS,Exposure,Subsurface Oxygen,2,10,7,3,0,1.65,High,Low,general
Widow Rockfish,Rockfish,Sensitivity,Adult Mobility,2.125,6,10,4,0,1.9,Moderate,Moderate,general
Widow Rockfish,Rockfish,Sensitivity,Complexity in Reproductive Strategy,1.25,0,8,7,5,2.85,Moderate,Moderate,general
Widow Rockfish,Rockfish,Sensitivity,Dispersal of Early Life Stages,1.75,10,8,2,0,1.6,Moderate,Moderate,general
Widow Rockfish,Rockfish,Sensitivity,Early Life History Survival and Settlement Requirements,1.25,0,6,11,3,2.85,Moderate,Moderate,general
Widow Rockfish,Rockfish,Sensitivity,Habitat Specificity,3,3,9,7,1,2.3,Moderate,Moderate,general
Widow Rockfish,Rockfish,Sensitivity,Other Stressors,0.625,13,5,2,0,1.45,Moderate,Moderate,general
Widow Rockfish,Rockfish,Sensitivity,Population Growth Rate,3,0,3,4,13,3.5,Moderate,Moderate,general
Widow Rockfish,Rockfish,Sensitivity,Prey Specificity,2.5,10,10,0,0,1.5,Moderate,Moderate,general
Widow Rockfish,Rockfish,Sensitivity,Sensitivity to Ocean Acidification,2.25,7,8,5,0,1.9,Moderate,Moderate,general
Widow Rockfish,Rockfish,Sensitivity,Sensitivity to Temperature,2.5,1,14,4,1,2.25,Moderate,Moderate,general
Widow Rockfish,Rockfish,Sensitivity,Spawning Cycle,2,0,7,10,3,2.8,Moderate,Moderate,general
Widow Rockfish,Rockfish,Sensitivity,Stock Size/Status,2.333333333,6,5,3,1,1.933333333,Moderate,Moderate,general
Widow Rockfish,Rockfish,Exposure,Currents,1,4,7,6,3,2.4,High,Moderate,general
Widow Rockfish,Rockfish,Exposure,Air Temperature (Proxy for Nearshore Ocean Temp),2.5,20,0,0,0,1,High,Moderate,general
Widow Rockfish,Rockfish,Exposure,Mean Precipitation,1,20,0,0,0,1,High,Moderate,general
Widow Rockfish,Rockfish,Exposure,Mean Sea Surface Salinity,1.5,11,9,0,0,1.45,High,Moderate,general
Widow Rockfish,Rockfish,Exposure,Mean Sea Surface Temperature,2.75,0,1,12,7,3.3,High,Moderate,general
Widow Rockfish,Rockfish,Exposure,Ocean Acidification,2.75,0,0,1,19,3.95,High,Moderate,general
Widow Rockfish,Rockfish,Exposure,Phenology of Upwelling,1.25,4,9,6,1,2.2,High,Moderate,general
Widow Rockfish,Rockfish,Exposure,Sea Level Rise,3,20,0,0,0,1,High,Moderate,general
Widow Rockfish,Rockfish,Exposure,Subsurface Oxygen,1.5,3,9,5,3,2.4,High,Moderate,general
Yelloweye Rockfish,Rockfish,Sensitivity,Adult Mobility,1.75,0,6,14,0,2.7,High,High,general
Yelloweye Rockfish,Rockfish,Sensitivity,Complexity in Reproductive Strategy,1.5,0,7,9,4,2.85,High,High,general
Yelloweye Rockfish,Rockfish,Sensitivity,Dispersal of Early Life Stages,1,8,9,2,1,1.8,High,High,general
Yelloweye Rockfish,Rockfish,Sensitivity,Early Life History Survival and Settlement Requirements,1,0,6,10,4,2.9,High,High,general
Yelloweye Rockfish,Rockfish,Sensitivity,Habitat Specificity,3,1,9,9,1,2.5,High,High,general
Yelloweye Rockfish,Rockfish,Sensitivity,Other Stressors,1.25,6,9,5,0,1.95,High,High,general
Yelloweye Rockfish,Rockfish,Sensitivity,Population Growth Rate,2.75,0,0,0,20,4,High,High,general
Yelloweye Rockfish,Rockfish,Sensitivity,Prey Specificity,1.875,9,10,1,0,1.6,High,High,general
Yelloweye Rockfish,Rockfish,Sensitivity,Sensitivity to Ocean Acidification,1,12,6,2,0,1.5,High,High,general
Yelloweye Rockfish,Rockfish,Sensitivity,Sensitivity to Temperature,2.5,4,11,4,1,2.1,High,High,general
Yelloweye Rockfish,Rockfish,Sensitivity,Spawning Cycle,2.25,0,10,9,1,2.55,High,High,general
Yelloweye Rockfish,Rockfish,Sensitivity,Stock Size/Status,2.5,0,0,7,8,3.533333333,High,High,general
Yelloweye Rockfish,Rockfish,Exposure,Currents,1,4,7,6,3,2.4,High,High,general
Yelloweye Rockfish,Rockfish,Exposure,Air Temperature (Proxy for Nearshore Ocean Temp),2.5,20,0,0,0,1,High,High,general
Yelloweye Rockfish,Rockfish,Exposure,Mean Precipitation,1,20,0,0,0,1,High,High,general
Yelloweye Rockfish,Rockfish,Exposure,Mean Sea Surface Salinity,1.5,11,9,0,0,1.45,High,High,general
Yelloweye Rockfish,Rockfish,Exposure,Mean Sea Surface Temperature,2.5,0,2,11,7,3.25,High,High,general
Yelloweye Rockfish,Rockfish,Exposure,Ocean Acidification,2.75,0,0,1,19,3.95,High,High,general
Yelloweye Rockfish,Rockfish,Exposure,Phenology of Upwelling,1.25,4,9,6,1,2.2,High,High,general
Yelloweye Rockfish,Rockfish,Exposure,Sea Level Rise,3,18,2,0,0,1.1,High,High,general
Yelloweye Rockfish,Rockfish,Exposure,Subsurface Oxygen,1.5,2,7,7,4,2.65,High,High,general
Yelloweye Rockfish - Puget Sound,Rockfish,Sensitivity,Adult Mobility,2,0,5,15,0,2.75,Very High,Very High,general
Yelloweye Rockfish - Puget Sound,Rockfish,Sensitivity,Complexity in Reproductive Strategy,1.75,0,6,9,5,2.95,Very High,Very High,general
Yelloweye Rockfish - Puget Sound,Rockfish,Sensitivity,Dispersal of Early Life Stages,1.5,6,12,2,0,1.8,Very High,Very High,general
Yelloweye Rockfish - Puget Sound,Rockfish,Sensitivity,Early Life History Survival and Settlement Requirements,1.25,0,5,11,4,2.95,Very High,Very High,general
Yelloweye Rockfish - Puget Sound,Rockfish,Sensitivity,Habitat Specificity,2.5,1,8,10,1,2.55,Very High,Very High,general
Yelloweye Rockfish - Puget Sound,Rockfish,Sensitivity,Other Stressors,2.25,0,0,9,11,3.55,Very High,Very High,general
Yelloweye Rockfish - Puget Sound,Rockfish,Sensitivity,Population Growth Rate,2,0,0,0,20,4,Very High,Very High,general
Yelloweye Rockfish - Puget Sound,Rockfish,Sensitivity,Prey Specificity,2,10,9,1,0,1.55,Very High,Very High,general
Yelloweye Rockfish - Puget Sound,Rockfish,Sensitivity,Sensitivity to Ocean Acidification,1.5,12,6,2,0,1.5,Very High,Very High,general
Yelloweye Rockfish - Puget Sound,Rockfish,Sensitivity,Sensitivity to Temperature,2.5,0,12,7,1,2.45,Very High,Very High,general
Yelloweye Rockfish - Puget Sound,Rockfish,Sensitivity,Spawning Cycle,2,0,10,9,1,2.55,Very High,Very High,general
Yelloweye Rockfish - Puget Sound,Rockfish,Sensitivity,Stock Size/Status,2,0,0,1,14,3.933333333,Very High,Very High,general
Yelloweye Rockfish - Puget Sound,Rockfish,Exposure,Currents,1,6,7,5,2,2.15,High,Very High,general
Yelloweye Rockfish - Puget Sound,Rockfish,Exposure,Air Temperature (Proxy for Nearshore Ocean Temp),2.25,14,6,0,0,1.3,High,Very High,general
Yelloweye Rockfish - Puget Sound,Rockfish,Exposure,Mean Precipitation,1,14,6,0,0,1.3,High,Very High,general
Yelloweye Rockfish - Puget Sound,Rockfish,Exposure,Mean Sea Surface Salinity,1.25,9,8,3,0,1.7,High,Very High,general
Yelloweye Rockfish - Puget Sound,Rockfish,Exposure,Mean Sea Surface Temperature,2.25,0,0,1,19,3.95,High,Very High,general
Yelloweye Rockfish - Puget Sound,Rockfish,Exposure,Ocean Acidification,2.75,0,0,0,20,4,High,Very High,general
Yelloweye Rockfish - Puget Sound,Rockfish,Exposure,Phenology of Upwelling,1.25,9,8,2,1,1.75,High,Very High,general
Yelloweye Rockfish - Puget Sound,Rockfish,Exposure,Sea Level Rise,3,11,6,3,0,1.6,High,Very High,general
Yelloweye Rockfish - Puget Sound,Rockfish,Exposure,Subsurface Oxygen,1.25,0,6,9,5,2.95,High,Very High,general
Yellowfin Tuna,HMS,Sensitivity,Adult Mobility,3,19,1,0,0,1.05,Low,Low,general
Yellowfin Tuna,HMS,Sensitivity,Complexity in Reproductive Strategy,2.5,6,13,1,0,1.75,Low,Low,general
Yellowfin Tuna,HMS,Sensitivity,Dispersal of Early Life Stages,2.5,19,1,0,0,1.05,Low,Low,general
Yellowfin Tuna,HMS,Sensitivity,Early Life History Survival and Settlement Requirements,1.75,0,9,11,0,2.55,Low,Low,general
Yellowfin Tuna,HMS,Sensitivity,Habitat Specificity,3,17,2,1,0,1.2,Low,Low,general
Yellowfin Tuna,HMS,Sensitivity,Other Stressors,1.5,19,1,0,0,1.05,Low,Low,general
Yellowfin Tuna,HMS,Sensitivity,Population Growth Rate,2.25,6,11,3,0,1.85,Low,Low,general
Yellowfin Tuna,HMS,Sensitivity,Prey Specificity,3,8,10,2,0,1.7,Low,Low,general
Yellowfin Tuna,HMS,Sensitivity,Sensitivity to Ocean Acidification,2.25,10,10,0,0,1.5,Low,Low,general
Yellowfin Tuna,HMS,Sensitivity,Sensitivity to Temperature,2.75,15,5,0,0,1.25,Low,Low,general
Yellowfin Tuna,HMS,Sensitivity,Spawning Cycle,3,16,3,1,0,1.25,Low,Low,general
Yellowfin Tuna,HMS,Sensitivity,Stock Size/Status,2.5,2,16,2,0,2,Low,Low,general
Yellowfin Tuna,HMS,Exposure,Currents,1.25,16,4,0,0,1.2,High,Low,general
Yellowfin Tuna,HMS,Exposure,Air Temperature (Proxy for Nearshore Ocean Temp),2.75,20,0,0,0,1,High,Low,general
Yellowfin Tuna,HMS,Exposure,Mean Precipitation,1,20,0,0,0,1,High,Low,general
Yellowfin Tuna,HMS,Exposure,Mean Sea Surface Salinity,2.25,13,7,0,0,1.35,High,Low,general
Yellowfin Tuna,HMS,Exposure,Mean Sea Surface Temperature,3,0,0,8,12,3.6,High,Low,general
Yellowfin Tuna,HMS,Exposure,Ocean Acidification,3,0,0,0,20,4,High,Low,general
Yellowfin Tuna,HMS,Exposure,Phenology of Upwelling,1.5,14,5,1,0,1.35,High,Low,general
Yellowfin Tuna,HMS,Exposure,Sea Level Rise,2.5,20,0,0,0,1,High,Low,general
Yellowfin Tuna,HMS,Exposure,Subsurface Oxygen,2,9,9,2,0,1.65,High,Low,general
Yellowtail Rockfish,Rockfish,Sensitivity,Adult Mobility,2.25,5,12,3,0,1.9,High,High,general
Yellowtail Rockfish,Rockfish,Sensitivity,Complexity in Reproductive Strategy,1.5,0,9,7,4,2.75,High,High,general
Yellowtail Rockfish,Rockfish,Sensitivity,Dispersal of Early Life Stages,1.75,11,8,1,0,1.5,High,High,general
Yellowtail Rockfish,Rockfish,Sensitivity,Early Life History Survival and Settlement Requirements,1.25,0,5,10,5,3,High,High,general
Yellowtail Rockfish,Rockfish,Sensitivity,Habitat Specificity,3,1,13,5,1,2.3,High,High,general
Yellowtail Rockfish,Rockfish,Sensitivity,Other Stressors,1,11,6,2,1,1.65,High,High,general
Yellowtail Rockfish,Rockfish,Sensitivity,Population Growth Rate,2.75,0,1,6,13,3.6,High,High,general
Yellowtail Rockfish,Rockfish,Sensitivity,Prey Specificity,2.25,15,5,0,0,1.25,High,High,general
Yellowtail Rockfish,Rockfish,Sensitivity,Sensitivity to Ocean Acidification,2,13,6,1,0,1.4,High,High,general
Yellowtail Rockfish,Rockfish,Sensitivity,Sensitivity to Temperature,2.25,6,12,2,0,1.8,High,High,general
Yellowtail Rockfish,Rockfish,Sensitivity,Spawning Cycle,2,0,10,9,1,2.55,High,High,general
Yellowtail Rockfish,Rockfish,Sensitivity,Stock Size/Status,2.5,6,6,2,1,1.866666667,High,High,general
Yellowtail Rockfish,Rockfish,Exposure,Currents,1,4,7,6,3,2.4,High,High,general
Yellowtail Rockfish,Rockfish,Exposure,Air Temperature (Proxy for Nearshore Ocean Temp),2.5,20,0,0,0,1,High,High,general
Yellowtail Rockfish,Rockfish,Exposure,Mean Precipitation,1,20,0,0,0,1,High,High,general
Yellowtail Rockfish,Rockfish,Exposure,Mean Sea Surface Salinity,1.5,11,9,0,0,1.45,High,High,general
Yellowtail Rockfish,Rockfish,Exposure,Mean Sea Surface Temperature,2.5,0,2,12,6,3.2,High,High,general
Yellowtail Rockfish,Rockfish,Exposure,Ocean Acidification,2.75,0,0,1,19,3.95,High,High,general
Yellowtail Rockfish,Rockfish,Exposure,Phenology of Upwelling,1.25,4,9,6,1,2.2,High,High,general
Yellowtail Rockfish,Rockfish,Exposure,Sea Level Rise,3,20,0,0,0,1,High,High,general
Yellowtail Rockfish,Rockfish,Exposure,Subsurface Oxygen,1.5,4,7,6,3,2.4,High,High,general
Almaco jack,Coastal Pelagic,Sensitivity,Habitat Specificity,3,9,9,6,1,2,Moderate,High,sava
Almaco jack,Coastal Pelagic,Sensitivity,Prey Specificity,3,13,12,0,0,1.5,Moderate,High,sava
Almaco jack,Coastal Pelagic,Sensitivity,Adult Mobility,2.6,24,1,0,0,1,Moderate,High,sava
Almaco jack,Coastal Pelagic,Sensitivity,Dispersal of Early Life Stages,1,0,14,9,2,2.5,Moderate,High,sava
Almaco jack,Coastal Pelagic,Sensitivity,Early Life History Survival and Settlement Requirements,0.8,5,15,5,0,2,Moderate,High,sava
Almaco jack,Coastal Pelagic,Sensitivity,Complexity in Reproductive Strategy,1.8,2,15,8,0,2.2,Moderate,High,sava
Almaco jack,Coastal Pelagic,Sensitivity,Spawning Cycle,2.4,0,10,12,3,2.7,Moderate,High,sava
Almaco jack,Coastal Pelagic,Sensitivity,Sensitivity to Temperature,2.8,1,17,7,0,2.2,Moderate,High,sava
Almaco jack,Coastal Pelagic,Sensitivity,Sensitivity to Ocean Acidification,2.2,15,7,3,0,1.5,Moderate,High,sava
Almaco jack,Coastal Pelagic,Sensitivity,Population Growth Rate,2.4,4,12,9,0,2.2,Moderate,High,sava
Almaco jack,Coastal Pelagic,Sensitivity,Stock Size/Status,0.8,1,17,6,1,2.3,Moderate,High,sava
Almaco jack,Coastal Pelagic,Sensitivity,Other Stressors,1.6,13,12,0,0,1.5,Moderate,High,sava
Almaco jack,Coastal Pelagic,Exposure,Sea Surface Temperature,3,0,0,0,25,4,Very High,High,sava
Almaco jack,Coastal Pelagic,Exposure,Air Temperature,0,25,0,0,0,1,Very High,High,sava
Almaco jack,Coastal Pelagic,Exposure,Salinity,3,0,0,1,24,3.9,Very High,High,sava
Almaco jack,Coastal Pelagic,Exposure,Precipitation,0,25,0,0,0,1,Very High,High,sava
Almaco jack,Coastal Pelagic,Exposure,Ocean Acidification,2,0,0,0,25,4,Very High,High,sava
Almaco jack,Coastal Pelagic,Exposure,Sea Level Rise,0,25,0,0,0,1,Very High,High,sava
Almaco jack,Coastal Pelagic,Exposure,Currents,3,0,2,8,15,3.5,Very High,High,sava
American eel,Diadromous,Sensitivity,Habitat Specificity,2.6,9,10,5,1,1.9,Moderate,High,sava
American eel,Diadromous,Sensitivity,Prey Specificity,2.8,20,5,0,0,1.2,Moderate,High,sava
American eel,Diadromous,Sensitivity,Adult Mobility,3,16,6,3,0,1.5,Moderate,High,sava
American eel,Diadromous,Sensitivity,Dispersal of Early Life Stages,2.8,25,0,0,0,1,Moderate,High,sava
American eel,Diadromous,Sensitivity,Early Life History Survival and Settlement Requirements,2,4,7,12,2,2.5,Moderate,High,sava
American eel,Diadromous,Sensitivity,Complexity in Reproductive Strategy,1.8,0,9,14,2,2.7,Moderate,High,sava
American eel,Diadromous,Sensitivity,Spawning Cycle,2.2,0,4,18,3,3,Moderate,High,sava
American eel,Diadromous,Sensitivity,Sensitivity to Temperature,2.6,23,2,0,0,1.1,Moderate,High,sava
American eel,Diadromous,Sensitivity,Sensitivity to Ocean Acidification,2,18,7,0,0,1.3,Moderate,High,sava
American eel,Diadromous,Sensitivity,Population Growth Rate,2,0,4,13,8,3.2,Moderate,High,sava
American eel,Diadromous,Sensitivity,Stock Size/Status,1.6,5,7,9,4,2.5,Moderate,High,sava
American eel,Diadromous,Sensitivity,Other Stressors,1.4,0,5,16,4,3,Moderate,High,sava
American eel,Diadromous,Exposure,Sea Surface Temperature,0,25,0,0,0,1,Very High,High,sava
American eel,Diadromous,Exposure,Air Temperature,3,0,0,0,25,4,Very High,High,sava
American eel,Diadromous,Exposure,Salinity,3,0,0,5,20,3.8,Very High,High,sava
American eel,Diadromous,Exposure,Precipitation,3,25,0,0,0,1,Very High,High,sava
American eel,Diadromous,Exposure,Ocean Acidification,2,0,0,0,25,4,Very High,High,sava
American eel,Diadromous,Exposure,Sea Level Rise,3,0,2,11,12,3.4,Very High,High,sava
American eel,Diadromous,Exposure,Currents,3,3,7,8,7,2.8,Very High,High,sava
American shad,Diadromous,Sensitivity,Habitat Specificity,2.6,3,8,10,4,2.6,High,Very High,sava
American shad,Diadromous,Sensitivity,Prey Specificity,2.2,11,14,0,0,1.6,High,Very High,sava
American shad,Diadromous,Sensitivity,Adult Mobility,3,12,4,9,0,1.9,High,Very High,sava
American shad,Diadromous,Sensitivity,Dispersal of Early Life Stages,3,0,9,15,1,2.7,High,Very High,sava
American shad,Diadromous,Sensitivity,Early Life History Survival and Settlement Requirements,2.2,0,2,15,8,3.2,High,Very High,sava
American shad,Diadromous,Sensitivity,Complexity in Reproductive Strategy,2.8,0,0,18,7,3.3,High,Very High,sava
American shad,Diadromous,Sensitivity,Spawning Cycle,3,0,0,5,20,3.8,High,Very High,sava
American shad,Diadromous,Sensitivity,Sensitivity to Temperature,3,3,13,8,1,2.3,High,Very High,sava
American shad,Diadromous,Sensitivity,Sensitivity to Ocean Acidification,2.6,23,2,0,0,1.1,High,Very High,sava
American shad,Diadromous,Sensitivity,Population Growth Rate,2.6,2,11,12,0,2.4,High,Very High,sava
American shad,Diadromous,Sensitivity,Stock Size/Status,2.2,0,2,11,12,3.4,High,Very High,sava
American shad,Diadromous,Sensitivity,Other Stressors,2.8,0,0,14,11,3.4,High,Very High,sava
American shad,Diadromous,Exposure,Sea Surface Temperature,0,25,0,0,0,1,Very High,Very High,sava
American shad,Diadromous,Exposure,Air Temperature,3,0,0,0,25,4,Very High,Very High,sava
American shad,Diadromous,Exposure,Salinity,3,0,1,6,19,3.7,Very High,Very High,sava
American shad,Diadromous,Exposure,Precipitation,3,25,0,0,0,1,Very High,Very High,sava
American shad,Diadromous,Exposure,Ocean Acidification,2,0,0,0,25,4,Very High,Very High,sava
American shad,Diadromous,Exposure,Sea Level Rise,2.8,1,5,9,10,3.1,Very High,Very High,sava
American shad,Diadromous,Exposure,Currents,2.8,6,10,6,3,2.2,Very High,Very High,sava
Anchovies,Forage,Sensitivity,Habitat Specificity,2.8,20,5,0,0,1.2,Low,Moderate,sava
Anchovies,Forage,Sensitivity,Prey Specificity,2.8,11,14,0,0,1.6,Low,Moderate,sava
Anchovies,Forage,Sensitivity,Adult Mobility,2.6,7,15,3,0,1.8,Low,Moderate,sava
Anchovies,Forage,Sensitivity,Dispersal of Early Life Stages,2.8,2,18,5,0,2.1,Low,Moderate,sava
Anchovies,Forage,Sensitivity,Early Life History Survival and Settlement Requirements,2,2,12,11,0,2.4,Low,Moderate,sava
Anchovies,Forage,Sensitivity,Complexity in Reproductive Strategy,2.2,16,8,1,0,1.4,Low,Moderate,sava
Anchovies,Forage,Sensitivity,Spawning Cycle,2.8,11,13,1,0,1.6,Low,Moderate,sava
Anchovies,Forage,Sensitivity,Sensitivity to Temperature,2.8,20,5,0,0,1.2,Low,Moderate,sava
Anchovies,Forage,Sensitivity,Sensitivity to Ocean Acidification,2.6,21,4,0,0,1.2,Low,Moderate,sava
Anchovies,Forage,Sensitivity,Population Growth Rate,2.4,22,3,0,0,1.1,Low,Moderate,sava
Anchovies,Forage,Sensitivity,Stock Size/Status,1.6,11,10,4,0,1.7,Low,Moderate,sava
Anchovies,Forage,Sensitivity,Other Stressors,2,13,8,4,0,1.6,Low,Moderate,sava
Anchovies,Forage,Exposure,Sea Surface Temperature,3,0,0,0,25,4,Very High,Moderate,sava
Anchovies,Forage,Exposure,Air Temperature,0,25,0,0,0,1,Very High,Moderate,sava
Anchovies,Forage,Exposure,Salinity,3,0,0,3,22,3.9,Very High,Moderate,sava
Anchovies,Forage,Exposure,Precipitation,3,25,0,0,0,1,Very High,Moderate,sava
Anchovies,Forage,Exposure,Ocean Acidification,2,0,0,0,25,4,Very High,Moderate,sava
Anchovies,Forage,Exposure,Sea Level Rise,2.8,0,2,11,12,3.4,Very High,Moderate,sava
Anchovies,Forage,Exposure,Currents,2.8,13,8,4,0,1.6,Very High,Moderate,sava
Atlantic sturgeon,Diadromous,Sensitivity,Habitat Specificity,3,2,6,10,7,2.9,Very High,Very High,sava
Atlantic sturgeon,Diadromous,Sensitivity,Prey Specificity,2.8,14,10,1,0,1.5,Very High,Very High,sava
Atlantic sturgeon,Diadromous,Sensitivity,Adult Mobility,3,12,6,7,0,1.8,Very High,Very High,sava
Atlantic sturgeon,Diadromous,Sensitivity,Dispersal of Early Life Stages,3,0,2,6,17,3.6,Very High,Very High,sava
