Ecosystem,Survey Type,Survey Name,Entity Name,Assessment Year,Assessment Month,Degree of Influence
California Current,Recreational CPUE,Recreational CPUE,Chilipepper - Southern Pacific Coast,2017,9,Exploratory
California Current,Recreational CPUE,Recreational CPUE,Chilipepper - Southern Pacific Coast,2017,9,Secondary
California Current,Recreational CPUE,Recreational CPUE,China rockfish - Central Pacific Coast,2019,9,Primary
California Current,Recreational CPUE,Recreational CPUE,China rockfish - Northern Pacific Coast,2019,9,Primary
California Current,Recreational CPUE,Recreational CPUE,China rockfish - Pacific Coast,2013,11,Primary
California Current,Recreational CPUE,Recreational CPUE,China rockfish - Southern Pacific Coast,2019,9,Primary
California Current,Recreational CPUE,Recreational CPUE,Copper rockfish - Northern California,2023,9,Secondary
California Current,Recreational CPUE,Recreational CPUE,Copper rockfish - Oregon,2021,9,Secondary
California Current,Recreational CPUE,Recreational CPUE,Copper rockfish - Pacific Coast,2013,11,Primary
California Current,Recreational CPUE,Recreational CPUE,Copper rockfish - Washington,2021,9,Secondary
California Current,Recreational CPUE,Recreational CPUE,Cowcod - Southern California,2019,9,Exploratory
California Current,Recreational CPUE,Recreational CPUE,Flag rockfish - Pacific Coast,2010,9,Primary
California Current,Recreational CPUE,Recreational CPUE,Gopher rockfish - Northern California,2005,12,Exploratory
California Current,Recreational CPUE,Recreational CPUE,Gopher rockfish - Northern California,2005,12,Primary
California Current,Recreational CPUE,Recreational CPUE,Gopher rockfish - Southern Pacific Coast,2010,9,Primary
California Current,Recreational CPUE,Recreational CPUE,Grass rockfish - Pacific Coast,2010,9,Primary
California Current,Recreational CPUE,Recreational CPUE,Greenblotched rockfish - Pacific Coast,2010,9,Primary
California Current,Recreational CPUE,Recreational CPUE,Greenspotted rockfish - Pacific Coast,2011,9,Primary
California Current,Recreational CPUE,Recreational CPUE,Honeycomb rockfish - Pacific Coast,2010,9,Primary
California Current,Recreational CPUE,Recreational CPUE,Kelp greenling - California,2010,9,Primary
California Current,Recreational CPUE,Recreational CPUE,Kelp greenling - Oregon | Asmt & Status,2015,9,Primary
California Current,Recreational CPUE,Recreational CPUE,Kelp rockfish - Pacific Coast,2010,9,Primary
California Current,Recreational CPUE,Recreational CPUE,Leopard shark - Pacific Coast,2010,9,Primary
California Current,Recreational CPUE,Recreational CPUE,Lingcod - Northern Pacific Coast,2021,9,Exploratory
California Current,Recreational CPUE,Recreational CPUE,Lingcod - Northern Pacific Coast,2021,9,Primary
California Current,Recreational CPUE,Recreational CPUE,Lingcod - Pacific Coast,2009,9,Exploratory
California Current,Recreational CPUE,Recreational CPUE,Lingcod - Pacific Coast,2009,9,Primary
California Current,Recreational CPUE,Recreational CPUE,Lingcod - Southern Pacific Coast,2021,9,Exploratory
California Current,Recreational CPUE,Recreational CPUE,Mexican rockfish - Pacific Coast,2010,9,Primary
California Current,Recreational CPUE,Recreational CPUE,Northern California Gopher / Black-and-Yellow Rockfish Complex,2019,9,Exploratory
California Current,Recreational CPUE,Recreational CPUE,Northern California Gopher / Black-and-Yellow Rockfish Complex,2019,9,Primary
California Current,Recreational CPUE,Recreational CPUE,Olive rockfish - Pacific Coast,2010,9,Primary
California Current,Recreational CPUE,Recreational CPUE,Oregon Blue and Deacon Rockfish Complex,2017,9,Primary
California Current,Recreational CPUE,Recreational CPUE,Pink rockfish - Pacific Coast,2010,9,Primary
California Current,Recreational CPUE,Recreational CPUE,Quillback rockfish - California,2021,11,Primary
California Current,Recreational CPUE,Recreational CPUE,Quillback rockfish - Oregon,2021,9,Primary
California Current,Recreational CPUE,Recreational CPUE,Quillback rockfish - Pacific Coast,2010,9,Primary
California Current,Recreational CPUE,Recreational CPUE,Quillback rockfish - Washington,2021,9,Primary
California Current,Recreational CPUE,Recreational CPUE,Redbanded rockfish - Pacific Coast,2010,9,Primary
California Current,Recreational CPUE,Recreational CPUE,Redstripe rockfish - Pacific Coast,2010,9,Primary
California Current,Recreational CPUE,Recreational CPUE,Rock sole - Pacific Coast,2010,9,Primary
California Current,Recreational CPUE,Recreational CPUE,Rosethorn rockfish - Pacific Coast,2010,9,Primary
California Current,Recreational CPUE,Recreational CPUE,Rosy rockfish - Pacific Coast,2010,9,Primary
California Current,Recreational CPUE,Recreational CPUE,Rougheye rockfish - Pacific Coast,2010,9,Primary
California Current,Recreational CPUE,Recreational CPUE,Sand sole - Pacific Coast,2010,9,Primary
California Current,Recreational CPUE,Recreational CPUE,Shortraker rockfish - Pacific Coast,2010,9,Primary
California Current,Recreational CPUE,Recreational CPUE,Silvergray rockfish - Pacific Coast,2010,9,Primary
California Current,Recreational CPUE,Recreational CPUE,Speckled rockfish - Pacific Coast,2010,9,Primary
California Current,Recreational CPUE,Recreational CPUE,Starry rockfish - Pacific Coast,2010,9,Primary
California Current,Recreational CPUE,Recreational CPUE,Swordspine rockfish - Pacific Coast,2010,9,Primary
California Current,Recreational CPUE,Recreational CPUE,Tiger rockfish - Pacific Coast,2010,9,Primary
California Current,Recreational CPUE,Recreational CPUE,Tope - Pacific Coast,2010,9,Primary
California Current,Recreational CPUE,Recreational CPUE,Treefish - Pacific Coast,2010,9,Primary
California Current,Recreational CPUE,Recreational CPUE,Vermilion rockfish - California,2005,12,Primary
California Current,Recreational CPUE,Recreational CPUE,Vermilion rockfish - Oregon,2021,9,Primary
California Current,Recreational CPUE,Recreational CPUE,Vermilion rockfish - Pacific Coast,2010,9,Primary
California Current,Recreational CPUE,Recreational CPUE,Vermilion rockfish - Washington,2021,9,Secondary
California Current,Recreational CPUE,Recreational CPUE,Vermilion rockfish and Sunset rockfish Complex - Northern California | Asmt,2021,9,Primary
California Current,Recreational CPUE,Recreational CPUE,Vermilion rockfish and Sunset rockfish Complex - Southern California | Asmt,2021,9,Primary
California Current,Recreational CPUE,Recreational CPUE,Yelloweye rockfish - Pacific Coast,2023,9,Primary
California Current,Recreational CPUE,Recreational CPUE,Yelloweye rockfish - Pacific Coast,2023,9,Secondary
California Current,Recreational CPUE,Recreational CPUE,Yellowmouth rockfish - Pacific Coast,2010,9,Primary
California Current / Alaska Ecosystem Complex,Other Survey,IPHC Longline Survey,Pacific halibut - Pacific Coast / Alaska | Asmt & Status,2022,12,Primary
Caribbean Sea,Commercial CPUE,Commercial CPUE,Caribbean spiny lobster - Puerto Rico,2022,12,Primary
Caribbean Sea,Commercial CPUE,Commercial CPUE,Caribbean spiny lobster - St. Croix,2022,12,Primary
Caribbean Sea,Commercial CPUE,Commercial CPUE,Caribbean spiny lobster - St. Thomas / St. John,2022,12,Primary
Caribbean Sea,Commercial CPUE,Commercial CPUE,Queen triggerfish - Puerto Rico,2022,11,Primary
Caribbean Sea,Commercial CPUE,Commercial CPUE,Redtail parrotfish - Caribbean | Asmt,2012,5,Primary
Caribbean Sea,FINSS Survey,Reef Fish Visual Census Survey - U.S. Caribbean,Queen triggerfish - Puerto Rico,2022,11,Primary
Caribbean Sea,Recreational CPUE,Recreational CPUE,Queen triggerfish - Puerto Rico,2022,11,Secondary
Gulf of Mexico,Commercial CPUE,Commercial CPUE,Gag - Gulf of Mexico,2023,9,Primary
Gulf of Mexico,Commercial CPUE,Commercial CPUE,Gray triggerfish - Gulf of Mexico,2020,10,Primary
Gulf of Mexico,Commercial CPUE,Commercial CPUE,Greater amberjack - Gulf of Mexico,2021,1,Primary
Gulf of Mexico,Commercial CPUE,Commercial CPUE,Hogfish - Eastern Gulf of Mexico,2018,5,Primary
Gulf of Mexico,Commercial CPUE,Commercial CPUE,King mackerel - Gulf of Mexico,2023,6,Primary
Gulf of Mexico,Commercial CPUE,Commercial CPUE,Lane snapper - Gulf of Mexico,2023,9,Primary
Gulf of Mexico,Commercial CPUE,Commercial CPUE,Red snapper - Gulf of Mexico,2021,3,Primary
Gulf of Mexico,Commercial CPUE,Commercial CPUE,Royal red shrimp - Gulf of Mexico,2020,3,Primary
Gulf of Mexico,Commercial CPUE,Commercial CPUE,Spanish mackerel - Gulf of Mexico,2023,7,Primary
Gulf of Mexico,Commercial CPUE,Commercial CPUE,Vermilion snapper - Gulf of Mexico,2023,9,Secondary
Gulf of Mexico,Commercial CPUE,Commercial CPUE,Yellowedge grouper - Gulf of Mexico | Asmt & Status,2024,2,Primary
Gulf of Mexico,FINSS Survey,Gulf of Mexico Pelagic Longline,Tilefish - Gulf of Mexico,2011,7,Primary
Gulf of Mexico,FINSS Survey,Panama City Laboratory Reef Fish Trap/Video,Gag - Gulf of Mexico,2023,9,Primary
Gulf of Mexico,FINSS Survey,Panama City Laboratory Reef Fish Trap/Video,Gray snapper - Gulf of Mexico,2022,12,Secondary
Gulf of Mexico,FINSS Survey,Panama City Laboratory Reef Fish Trap/Video,Gray triggerfish - Gulf of Mexico,2020,10,Primary
Gulf of Mexico,FINSS Survey,Panama City Laboratory Reef Fish Trap/Video,Greater amberjack - Gulf of Mexico,2021,1,Primary
Gulf of Mexico,FINSS Survey,Panama City Laboratory Reef Fish Trap/Video,Hogfish - Eastern Gulf of Mexico,2018,5,Primary
Gulf of Mexico,FINSS Survey,Panama City Laboratory Reef Fish Trap/Video,Red grouper - Gulf of Mexico,2024,1,Primary
Gulf of Mexico,FINSS Survey,Panama City Laboratory Reef Fish Trap/Video,Scamp - Gulf of Mexico | Asmt,2022,8,Primary
Gulf of Mexico,FINSS Survey,Panama City Laboratory Reef Fish Trap/Video,Vermilion snapper - Gulf of Mexico,2023,9,Primary
Gulf of Mexico,FINSS Survey,Reef Fish Visual Census Survey - U.S. Caribbean,Gray snapper - Gulf of Mexico,2022,12,Primary
Gulf of Mexico,FINSS Survey,SEAMAP - GOM Bottom Longline Survey (partner),Yellowedge grouper - Gulf of Mexico | Asmt & Status,2024,2,Primary
Gulf of Mexico,FINSS Survey,SEAMAP Gulf of Mexico Reef Fish,Red snapper - Gulf of Mexico,2021,3,Primary
Gulf of Mexico,FINSS Survey,SEAMAP Gulf of Mexico Reef Fish,Yellowedge grouper - Gulf of Mexico | Asmt & Status,2024,2,Primary
Gulf of Mexico,FINSS Survey,SEAMAP Gulf of Mexico Reef Fish Monitoring (FFWCC),Scamp - Gulf of Mexico | Asmt,2022,8,Primary
Gulf of Mexico,FINSS Survey,SEAMAP Plankton_Fall,Red snapper - Gulf of Mexico,2021,3,Primary
Gulf of Mexico,FINSS Survey,SEAMAP Plankton_Fall,Spanish mackerel - Gulf of Mexico,2023,7,Primary
Gulf of Mexico,FINSS Survey,SEAMAP Reef Fish Camera/Trap,Gag - Gulf of Mexico,2023,9,Primary
Gulf of Mexico,FINSS Survey,SEAMAP Reef Fish Camera/Trap,Gray snapper - Gulf of Mexico,2022,12,Secondary
Gulf of Mexico,FINSS Survey,SEAMAP Reef Fish Camera/Trap,Greater amberjack - Gulf of Mexico,2021,1,Primary
Gulf of Mexico,FINSS Survey,SEAMAP Reef Fish Camera/Trap,Scamp - Gulf of Mexico | Asmt,2022,8,Primary
Gulf of Mexico,FINSS Survey,SEAMAP South Atlantic Coastal Trawl_Summer (SCDNR),Hogfish - Eastern Gulf of Mexico,2018,5,Secondary
Gulf of Mexico,FINSS Survey,SEAMAP-GOM Bottom Longline Survey (ADCNR),Red snapper - Gulf of Mexico,2021,3,Primary
Gulf of Mexico,FINSS Survey,SEAMAP-GOM Bottom Longline Survey (USM/GCRL),Red grouper - Gulf of Mexico,2024,1,Primary
Gulf of Mexico,FINSS Survey,SEAMAP-GOM Plankton (ADCNR),Vermilion snapper - Gulf of Mexico,2023,9,Primary
Gulf of Mexico,FINSS Survey,SEAMAP-GOM Plankton (GCRL),King mackerel - Gulf of Mexico,2023,6,Primary
Gulf of Mexico,FINSS Survey,SEAMAP-GOM Shrimp/Groundfish Trawl_Fall,Gray triggerfish - Gulf of Mexico,2020,10,Primary
Gulf of Mexico,FINSS Survey,SEAMAP-GOM Shrimp/Groundfish Trawl_Fall,King mackerel - Gulf of Mexico,2023,6,Primary
Gulf of Mexico,FINSS Survey,SEAMAP-GOM Shrimp/Groundfish Trawl_Fall,Red snapper - Gulf of Mexico,2021,3,Primary
Gulf of Mexico,FINSS Survey,SEAMAP-GOM Shrimp/Groundfish Trawl_Fall,Spanish mackerel - Gulf of Mexico,2023,7,Primary
Gulf of Mexico,FINSS Survey,SEAMAP-GOM Shrimp/Groundfish Trawl_Fall,Vermilion snapper - Gulf of Mexico,2023,9,Primary
Gulf of Mexico,FINSS Survey,SEAMAP-GOM Shrimp/Groundfish Trawl_Spring,Gray triggerfish - Gulf of Mexico,2020,10,Primary
Gulf of Mexico,FINSS Survey,SEAMAP-GOM Shrimp/Groundfish Trawl_Summer,Gray snapper - Gulf of Mexico,2022,12,Primary
Gulf of Mexico,FINSS Survey,SEAMAP-GOM Shrimp/Groundfish Trawl_Summer,Gray triggerfish - Gulf of Mexico,2020,10,Primary
Gulf of Mexico,FINSS Survey,SEAMAP-GOM Shrimp/Groundfish Trawl_Summer,Red grouper - Gulf of Mexico,2024,1,Primary
Gulf of Mexico,FINSS Survey,SEAMAP-GOM Shrimp/Groundfish Trawl_Summer,Red snapper - Gulf of Mexico,2021,3,Primary
Gulf of Mexico,Other Survey,"Age-0 Gag Grouper survey developed for the Gulf of Mexico using three available databases, the Florida State University Estuarine Gag Survey, the NMFS PC Lab St. Andrew Bay Survey, and the State of Florida FWC Estuarine (FIM) Survey.",Gag - Gulf of Mexico,2023,9,Primary
